,content
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_108.csv_6,一御普請皆出来候儀ハ例年四月廿日切ニ案内
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_109.csv_1,一御普請取懸之日限幷出来案内之儀ハ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_109.csv_2,是迄御普請役手元迄申出候得共以後ハ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_109.csv_3,御普請役へ申出ニ不及面々手元へ申出候様可仕候
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_109.csv_4,嘉永五子年十二月四日御直ニ而御渡被遊候
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_111.csv_1,御家中之面々質素倹約御制服之義先年ゟ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_111.csv_2,度々被　仰出候御趣意有之候得共近年花美ニ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_111.csv_3,別而不心得如何之事ニ候条以後御制服ハ勿論
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_111.csv_4,相觸候条御家中召仕之者共右ニ引合無油断可申付候
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_111.csv_5,何れも不心得無之様可被申聞義可有了簡旨御目
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_112.csv_1,質素倹約御制服之義先年ゟ度々被御書相達候
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_112.csv_2,當分ハ御趣意相守候姿ニ相見候得共いつとなく相弛ミ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_112.csv_3,相觸候御趣意相背候者有之哉ニ相聞不心得不埒之事ニ候条
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_112.csv_4,以後屹と取改御制服相守櫛笄其余履物ニ至迄
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_112.csv_5,此上兎角心得違相達候御趣意不相守者有之候ニ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_112.csv_6,重々無油断取究可申此段相觸候様町御奉行
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_112.csv_7,御郡代へ被申聞義可有了簡旨御目付中申達事
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_112.csv_8,嘉永六丑年九月十九日諸郡立合組頭庄屋へ御月番
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_112.csv_9,名西勝浦御郡代谷邦之進様御傍へ被召御直ニ御渡
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_112.csv_10,被仰付候御家中御達書共写
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_113.csv_1,淡州買米御下知之写
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_113.csv_2,以帋申達候左書之通御仕置付紙を以
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_113.csv_3,多分相疼南北ニ而村々御検見願出候懸り
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_114.csv_1,買米ヲ以御年貢上納仕候畠作村之儀ハ地盤
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_114.csv_2,同疼難渋仕候上買米外御年貢上納向行
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_114.csv_3,相調御年貢幷給人歩一等ニ上納仕候義此度
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_114.csv_4,限り御免ニ相成候得ハ買米崎手廣上納向
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_114.csv_5,申出させ右村名石数等新御蔵北御蔵へ時々
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_114.csv_6,相達し候様仕候得ハ御究も宜敷候ニ付此度
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_114.csv_7,限申出之通被仰付度尤新御蔵北御蔵へ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_114.csv_8,有下知度旨等御郡代之面々申出候書付
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_115.csv_1,限り淡州米ヲ以御年貢且給人歩一等上納
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_115.csv_2,被申聞且件之趣御蔵奉行之面々江も
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_115.csv_3,嘉永六丑年十一月十四日御渡被遊候御書付之写
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_116.csv_1,近郷村々昨秋御検見御見分
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_117.csv_1,胡乱者追拂之義ニ付別紙之通御評決
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_117.csv_2,成候ニ付御廻達ニ相及候様被仰付候間右様
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_117.csv_3,御承知昨年之懸を以御了簡可被成候御
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_117.csv_4,廻書急々御順達済方ゟ御指渡【？、戻の誤記ヵ】シ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_117.csv_5,諸御手崎
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_119.csv_1,類度々御取究被仰付候得共兎角端々
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_119.csv_2,吉時ニ遂穿鑿役人共付添最寄御境
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_119.csv_3,相記シ御郡代処へ可指出候且向後之義
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_120.csv_1,村々役人共へ申付御馬通行差支ニ相成
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_120.csv_2,右之通御端書ヲ以三月朔日宮城麻太郎殿
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_120.csv_3,與頭ゟ組切申聞候随而南筋之義も御心得
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_120.csv_4,のため御申継仕置可申事
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_121.csv_1,土州木川流之義先年ゟ御取究被仰付
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_121.csv_2,御他領懸組候義ハ不相調御成行ニ候處
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_121.csv_3,右者閏七月朔日御役場へ御呼懸之上
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_122.csv_1,御呼懸ニ而御渡被遊候御趣意書之写
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_122.csv_2,御家中之面々近年諸物高直打續候上
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_122.csv_3,有之次第ニ付而ハ弥不融通之懸り御家中
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_122.csv_4,始壱牧難渋弥増可申ニ付格別之御評義ヲ以
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_122.csv_5,冬壱季上納御馳被仰付候事ニ候且亦孰も
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_123.csv_1,候厚御趣意ニ候得ハ聊麁略ニ相心得不申
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_123.csv_2,相基取續候様可被申聞候右之趣御家中
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_123.csv_3,之者共者夫々支配等ゟ相達候様且町御
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_123.csv_4,奉行御普請奉行御郡代御蔵奉行
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_123.csv_5,新御蔵奉行北御蔵奉行面々へも被申聞
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_123.csv_6,但御仕解拝借上納銀之義も諸拝借
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_123.csv_7,同然御馳可被仰付筈ニ候得共調達を以
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_123.csv_8,半数御馳尤地方入之分者夏冬上納不同も
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_124.csv_1,可有之ニ付壱ケ年分之四歩一御馳被仰付
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_124.csv_2,候条上納方之義ハ御蔵奉行承合可
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_124.csv_3,別紙之通此度難有御趣意被仰出候ニ付
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_124.csv_4,職月番宅へ罷出御禮可申上候尤支配
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_125.csv_1,以手紙申達候左書之通御仕置
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_125.csv_2,右様御心得可被成候以上
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_125.csv_3,嶋浦出火焼失ニ相及候難渋人とも御救
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_125.csv_4,之通右御救米之内へ指上度旨中田村
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_125.csv_5,之哉之旨書相添手崎御郡代申出候書
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_126.csv_1,傍示へ付登之義願出當春以来御普
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_126.csv_2,秋上納米残之内ニ而御国恩為冥加米
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_127.csv_1,御郡代申出候書付共遂披見寄持之
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_127.csv_2,右者安政元寅年十二月廿七日御郡代處ニ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_127.csv_3,おゐて御郡代三澤春太郎殿ゟ後藤庄助
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_127.csv_4,湯浅竜助へ右御書付御渡被仰付写取
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_127.csv_5,御箱訴幷目安取捌隙取候様被思召候ニ付向後相速
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_127.csv_6,取候様可仕旨従　江戸表爰許當職へ御沙汰被為在
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_128.csv_1,御家中之面々近年諸物高直打續候上昨年之違作ニ而も
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_128.csv_2,義ニ而古今未曾有之次第ニ付而ハ弥不融通之懸り御家中
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_128.csv_3,始壱牧難渋弥増可申ニ付格別之御評儀ヲ以左之通諸
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_128.csv_4,拝借銀勧農趣共都而當冬壱季上納御馳被仰付候事ニ候
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_128.csv_5,難渋助ケ合候厚御趣意ニ候得ハ聊麁略ニ相心得不申
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_128.csv_6,可被申聞候右之趣御家中幷大里住池田住三名士牟岐
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_129.csv_1,之者共ハ夫々支配頭ゟ相達候様且町御奉行御普請奉行
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_129.csv_2,御郡代御蔵奉行新御蔵奉行北御蔵奉行之面々江も
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_129.csv_3,但御仕解拝借上納銀之義も諸拝借同然御馳可被
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_129.csv_4,當季入残り元利半数御馳尤地方入之分ハ夏季【ママ、冬ヵ】
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_129.csv_5,上納不同も可有之ニ付壱ケ年分之四歩一御馳被
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_129.csv_6,仰付候条上納方之義ハ御奉行承合可申事
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_129.csv_7,別紙之通此度難有御趣意被仰出候ニ付格々肝煎番之面々
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_129.csv_8,壱両人宛来ル廿日當職月番宅へ罷出御礼可申上候
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_129.csv_9,御役所様ゟ後藤松江両人御呼懸ニ而御渡被遊候
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_129.csv_10,御趣意書之写
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_130.csv_1,御渡被遊候御書付之写
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_130.csv_2,此度質素倹約御製服等之義御究ニ付毛綿
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_130.csv_3,相聞質素倹約之御趣意ニ相悖候仕成
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_130.csv_4,取究候事殊ニ壱牧御趣意相聞候場合
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_131.csv_1,事ニ候然処尚又此度質素倹約を始御製
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_131.csv_2,服等之御取究被　仰出觸達候懸りニ付尚又
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_131.csv_3,町御奉行之面々申談第一賣元ゟ取究
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_131.csv_4,右之懸りを以改質素倹約之御趣意相守候様
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_132.csv_1,畢竟御制服相用不都合之次第も有之
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_132.csv_2,相流抹市郷御奉行於手許ニ尚又屹と
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_132.csv_3,取究様町御奉行御郡代之面々へ申聞方
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_132.csv_4,之儀可有了簡旨御月中申達候事
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_132.csv_5,存寄申談申上候様被仰付御渡成候御
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_133.csv_1,辰二月　御渡成候御趣意書之写
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_134.csv_1,○【朱】此度之御趣意申渡方之儀左之通御評決
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_134.csv_2,被成候間左様御承知御了簡可被成候以上
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_134.csv_3,諸御手崎
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_134.csv_4,御趣意申渡黨類壱統申継候上惣代之者
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_134.csv_5,御礼申出候事
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_134.csv_6,御扶持方等被下候者へ夫々申聞且郡中
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_134.csv_7,壱統御趣意申聞候様申渡候事
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_134.csv_8,但右申聞相濟候上組頭庄屋ゟ御礼
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_134.csv_9,一御番人之義壱郡ゟ惣代壱人呼出御趣意申渡
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_134.csv_10,壱統申継相届候上惣代之者御礼可申出候事
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_135.csv_1,御家中之面々幷無格末々ニ至迄何れも追々
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_135.csv_2,有之右御警衛被蒙
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_135.csv_3,南方筋異国船御手當も追々厳重ニ被仰付候
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_135.csv_4,勿論之事ニ候得共當時之時會御家中之
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_135.csv_5,御備ニも相懸り且ハ弥以可及難渋ニも将又
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_135.csv_6,近年莫大之御入目被指償之御場合ニハ候へ共
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_135.csv_7,歩一五割増共上納御用捨披仰付御仕解方
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_136.csv_1,半減ニ被仰付候条未納之義ハ御蔵奉行之面々ゟ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_136.csv_2,歩一御用捨も被仰付候懸ニ候得ハ於銀主共ニ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_136.csv_3,難渋之旨趣も可有之候へ者共是迄御蔵所
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_136.csv_4,新御蔵ニおいて處務書入令借財候分利足
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_136.csv_5,右様厚被仰付候義ハ全御家中面々無格ニ至迄
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_136.csv_6,當時會御奉公取續候様被仰付候事ニ候
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_137.csv_1,無之様相心得弥御奉公丈夫ニ取續武備
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_137.csv_2,此段各ゟ御家中可有通達幷無格末々
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_137.csv_3,之者共へも御趣意之趣申付候様町御奉行
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_137.csv_4,御郡代之面々其余相達可然筋へも可申聞義
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_137.csv_5,但本文之通被仰付候ニ付當冬歩一御用捨
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_137.csv_6,上納被仰付於北御蔵江戸表高物成
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_137.csv_7,御支配相場を以被通下候条右様相心得
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_137.csv_8,冬壱季本文同断御用捨被仰付候間右様相心得可申候以上
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_138.csv_1,御制服之儀御端書御渡被遊候写
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_138.csv_2,於江戸表ニ御家中之面々綿服相用候様尤持懸り
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_138.csv_3,右ニ相順シ候様被仰出候御觸写を以爰許
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_138.csv_4,御家中へも先頃御觸達有之御家中之面々も
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_138.csv_5,於御国許絹物取交相用候様ニとの御趣意ニ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_138.csv_6,無之全江戸表限り候御觸達ニ而殊更市郷
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_139.csv_1,被申聞候様　御山下付村浦組頭庄屋共へ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_139.csv_2,但本文之懸りニ付弥以御制服之義
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_141.csv_1,以手帋得御意候胡乱者御取究ニ付別帋市郷江仰談書来ル
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_141.csv_2,十一日与頭庄屋へ御申渡成候事故十一日御出勤迄ニ御写取之上御役處江
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_141.csv_3,御持参被成候様御申通可仕旨御郡代被仰聞候間右様御承知
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_141.csv_4,御写取之上早々御廻達可被成候与頭庄屋之義者諸郡共十一日朝
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_141.csv_5,ニも行當り之程之義ニ而追々御手當等被下且場所ニ寄候而ハ御小家
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_142.csv_1,震諸国互之義ながら御国内之義も前顕之懸ニ付無宿胡乱者多
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_142.csv_2,可申尤追立方之義ハ市中ゟ相始御山下村浦へ押及夫々順ニ遠在へ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_142.csv_3,御国内へ入込日数十五日ヲ立候者ハ御境目ニ而追拂可申尤病気
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_142.csv_4,等ニ付聢ニ歩行難相調者之義ハ養生為仕快気之上御境目
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_143.csv_1,底工ミ有之様相見候之者等御国者ハ勿論他国者迚も其所ニ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_143.csv_2,道人之内直々御役處へ引立可申事
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_143.csv_3,一御山下村浦之義ハ十八日ゟ晦日迄相手懸候事
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_143.csv_4,但市中幷御山下村浦之義ハ本文之通諸郡満日ニ相成候迄
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_143.csv_5,一御山下村浦之義ハ三手ニ相別レ左書之通出張為仕候事
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_145.csv_1,一御山下へ相隣候北新居組幷板野郡宮嶋組平石組
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_145.csv_2,一市中御山下村浦之義ハ他国胡乱者ニ而ハ無之専御国内之者共
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_145.csv_3,難相調者之義ハ早速有姿御役所へ申出可申尤快気
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_145.csv_4,一追拂之義多分最寄御境目ニ申付候得共胡乱者之趣且舩路
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_146.csv_1,一御境目ニおゐて追拂之者之義ハ其村役人ゟ国處名面
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_146.csv_2,相記差出書ニ御番人承知印を受候上御郡代所へ可指出候事
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_146.csv_3,一舩送りニ相成候者之義ハ津田浦迄送来出張之御役人へ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_146.csv_4,引渡国處名面指出書ニ御役人承知印ヲ取帰り懸御郡
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_146.csv_5,一御山下打廻り同心下才判之義銘々手弁當ニ而罷出此度之
